ID;Fecha historica;Magnitud historica;Hora (UTC);Intervalos;Escala de Richter;Profundidad (km);Latitud;Longitud;Efecto;Baja intensidad;Pais;Estado;Zona;Resultado;;;;;;
784;29/7/2019;4.6;01:14;6200 por año;6t;14.5;37.72;-121.99;Ligero;No;Estados Unidos;California;Alameda;No;;;;;;
785;28/7/2019;3.8;09:56;49000 por año;455kg;11.4;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;Si;;;;;;
786;27/7/2019;4,0;07:35;6200 por año;6t;8.1;33.83;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;No;;;;;;
787;26/7/2019;4.6;22:08;6200 por año;6t;13.1;36.29;-120.59;Ligero;No;Estados Unidos;California;San Benito;No;;;;;;
788;25/7/2019;3.5;21:25;49000 por año;455kg;14.6;36.79033;-121.91933;Menor;Si;Estados Unidos;California;Moss Landing;No;;;;;;
789;24/7/2019;3.2;15:03;49000 por año;181kg;15.8;33.83;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;No;;;;;;
790;23/7/2019;4.1;01:00;6200 por año;6t;11.6;33.83;-118.26;Ligero;No;Estados Unidos;California;Los Angeles;No;;;;;;
791;22/7/2019;3.9;13:41;49000 por año;455kg;16;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
792;21/7/2019;2.5;10:20;1000 por dia;6kg;18.3;36.29;-120.59;Menor;Si;Estados Unidos;California;San Benito;No;;;;;;
793;20/7/2019;2.7;08:15;1000 por dia;6kg;15.7;33.83;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;No;;;;;;
794;19/7/2019;2.7;07:09;1000 por dia;6kg;13.5;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;Si;;;;;;
795;18/7/2019;2.3;06:13;1000 por dia;6kg;13.9;40.27;-124.38;Menor;Si;Estados Unidos;California;Sacramento;No;;;;;;
796;17/7/2019;3.5;16:33;49000 por año;455kg;13.3;33.63;-116.71;Menor;Si;Estados Unidos;California;Riverside;No;;;;;;
797;16/7/2019;4.3;05:50;6200 por año;6t;15.3;33.63;-116.71;Ligero;No;Estados Unidos;California;Riverside;No;;;;;;
798;15/7/2019;2.8;20:14;1000 por dia;6kg;17.1;36.79033;-121.91933;Menor;Si;Estados Unidos;California;Moss Landing;No;;;;;;
799;14/7/2019;4.8;21:36;6200 por año;6t;14.8;40.27;-124.38;Ligero;No;Estados Unidos;California;Sacramento;No;;;;;;
800;13/7/2019;2.9;16:46;1000 por dia;6kg;4.2;33.83;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;No;;;;;;
801;12/7/2019;2.8;03:02;1000 pordia;6kg;14.5;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
802;11/7/2019;5,0;20:25;800 por año;199t;9.9;37.72;-121.99;Moderado;Si;Estados Unidos;California;Alameda;No;;;;;;
803;10/7/2019;3.8;19:57;49000 por año;455kg;19.8;33.83;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;No;;;;;;
804;9/7/2019;4.3;21:26;6200 por año;6t;16.1;33.83;-118.26;Ligero;No;Estados Unidos;California;Los Angeles;No;;;;;;
805;8/7/2019;3.5;17:10;49000 por año;455kg;5.1;33.83;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;Si;;;;;;
806;7/7/2019;4.7;14:08;6200 por año;6t;7.8;33.83;-118.26;Ligero;No;Estados Unidos;California;Los Angeles;No;;;;;;
807;6/7/2019;3.3;16:12;49000 por año;181kg;16.5;33.83;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;Si;;;;;;
808;5/7/2019;5,0;04:27;800 por año;199t;19.3;33.63;-116.71;Menor;Si;Estados Unidos;California;Riverside;No;;;;;;
809;4/7/2019;3.2;16:01;49000 por año;181kg;4.8;38.54;-119.49;Menor;Si;Estados Unidos;California;Mono;No;;;;;;
810;3/7/2019;4.5;18:27;6200 por año;6t;15.2;32.51;-115.08;Ligero;No;Estados Unidos;California;Ejido Jiquilpan;No;;;;;;
811;2/7/2019;2.6;08:05;1000 por dia;6kg;15;38.54;-119.49;Menor;Si;Estados Unidos;California;Mono;No;;;;;;
812;1/7/2019;3.9;23:15;49000 por año;455kg;7.8;33.83;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;No;;;;;;
813;30/6/2019;3.2;09:52;49000 por año;181kg;18.1;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
814;29/6/2019;4.7;20:45;6200 por año;6t;10.9;36.29;-120.59;Ligero;No;Estados Unidos;California;San Benito;No;;;;;;
815;28/6/2019;2.2;10:53;1000 por dia;6kg;19;34.22;-118.89;Menor;Si;Estados Unidos;California;Ventura;No;;;;;;
816;27/6/2019;3.9;14:33;49000 por año;455kg;6.2;33.83;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;No;;;;;;
817;26/6/2019;4,0;02:57;6200 por año;6t;19.2;33.83;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;No;;;;;;
818;25/6/2019;4.2;05:57;6200 por año;6t;19.8;38.54;-119.49;Ligero;No;Estados Unidos;California;Mono;No;;;;;;
819;24/6/2019;4.6;01:28;6200 por año;6t;13.5;33.63;-116.71;Ligero;No;Estados Unidos;California;Riverside;No;;;;;;
820;23/6/2019;2.5;17:10;1000 por dia;6kg;18.9;40.27;-124.38;Menor;Si;Estados Unidos;California;Sacramento;No;;;;;;
821;22/6/2019;2.5;16:22;1000 por dia;6kg;4.2;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
822;21/6/2019;3.2;04:32;49000 por año;181kg;5.3;36.79033;-121.91933;Menor;Si;Estados Unidos;California;Moss Landing;No;;;;;;
823;20/6/2019;4.6;13:41;6200 por año;6t;13;32.51;-115.08;Ligero;No;Estados Unidos;California;Ejido Jiquilpan;No;;;;;;
824;19/6/2019;4.4;03:49;6200 por año;6t;9;38.54;-119.49;Ligero;No;Estados Unidos;California;Mono;No;;;;;;
825;18/6/2019;2,0;06:44;1000 por dia;6kg;18.1;33.63;-116.71;Menor;Si;Estados Unidos;California;Riverside;No;;;;;;
826;17/6/2019;4.3;22:37;6200 por año;6t;11.6;33.83;-118.26;Ligero;No;Estados Unidos;California;Los Angeles;No;;;;;;
827;16/6/2019;4.3;05:25;6200 por año;6t;8.2;37.72;-123.03;Ligero;No;Estados Unidos;California;Alameda;No;;;;;;
828;15/6/2019;3.9;17:51;49000 por año;455kg;16.1;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;Si;;;;;;
829;14/6/2019;4.7;23:46;6200 por año;6t;6.6;38.54;-119.49;Ligero;No;Estados Unidos;California;Mono;No;;;;;;
830;13/6/2019;4,0;22:16;6200 por año;6t;18.3;33.83;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;No;;;;;;
831;12/6/2019;3.1;00:30;49000 por año;181kg;10.3;36.29;-120.59;Menor;Si;Estados Unidos;California;San Benito;No;;;;;;
832;11/6/2019;4.3;17:25;6200 por año;6t;13;38.54;-119.49;Ligero;No;Estados Unidos;California;Mono;No;;;;;;
833;10/6/2019;2.7;04:10;1000 por dia;6kg;5.3;36.79033;-121.91933;Menor;Si;Estados Unidos;California;Moss Landing;No;;;;;;
834;9/6/2019;4.1;20:24;6200 por año;6t;8.4;37.72;-123.03;Ligero;No;Estados Unidos;California;Alameda;No;;;;;;
835;8/6/2019;2.4;17:09;1000 por dia;6kg;15.1;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;Si;;;;;;
836;7/6/2019;3.2;06:34;49000 por año;181kg;11.2;38.54;-119.49;Menor;Si;Estados Unidos;California;Mono;No;;;;;;
837;6/6/2019;2.5;19:51;1000 por dia;6kg;6.5;33.83;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;No;;;;;;
838;5/6/2019;3.1;14:33;49000 por año;181kg;9.9;34.22;-118.89;Menor;Si;Estados Unidos;California;Ventura;No;;;;;;
839;4/6/2019;3,0;17:34;49000 por año;181kg;10.3;33.63;-116.71;Menor;Si;Estados Unidos;California;Riverside;No;;;;;;
840;3/6/2019;4.9;15:29;6200 por año;6t;13.8;33.63;-116.71;Ligero;No;Estados Unidos;California;Riverside;No;;;;;;
841;2/6/2019;4.1;21:13;6200 por año;6t;9;40.27;-124.38;Ligero;No;Estados Unidos;California;Sacramento;No;;;;;;
842;1/6/2019;3.7;02:21;49000 por año;455kg;14;36.29;-120.59;Menor;Si;Estados Unidos;California;San Benito;No;;;;;;
843;31/5/2019;2.4;14:45;1000 por dia;6kg;6.3;38.54;-119.49;Menor;Si;Estados Unidos;California;Mono;No;;;;;;
844;30/5/2019;4.1;11:48;6200 por año;6t;14.4;33.63;-116.71;Ligero;No;Estados Unidos;California;Riverside;No;;;;;;
845;29/5/2019;3.5;12:14;49000 por año;455kg;12.5;38.54;-119.49;Menor;Si;Estados Unidos;California;Mono;No;;;;;;
846;28/5/2019;2.4;09:08;1000 por dia;6kg;10.6;33.83;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;No;;;;;;
847;27/5/2019;4.8;19:11;6200 por año;6t;7;33.83;-118.26;Ligero;No;Estados Unidos;California;Los Angeles;Si;;;;;;
848;26/5/2019;4.4;07:55;6200 por año;6t;5.7;34.22;-118.89;Ligero;No;Estados Unidos;California;Ventura;No;;;;;;
849;25/5/2019;2.7;06:18;1000 por dia;6kg;10.1;40.27;-124.38;Menor;Si;Estados Unidos;California;Sacramento;No;;;;;;
850;24/5/2019;4.6;23:36;6200 por año;6t;7.8;37.72;-121.99;Ligero;No;Estados Unidos;California;Alameda;No;;;;;;
851;23/5/2019;4.7;19:31;6200 por año;6t;12.7;32.51;-115.08;Ligero;No;Estados Unidos;California;Ejido Jiquilpan;No;;;;;;
852;22/5/2019;3.6;20:06;49000 por año;455kg;13;40.27;-124.38;Menor;Si;Estados Unidos;California;Sacramento;No;;;;;;
853;21/5/2019;2.5;19:10;1000 por dia;6kg;18.3;40.27;-124.38;Menor;Si;Estados Unidos;California;Sacramento;No;;;;;;
854;20/5/2019;4,0;16:16;6200 por año;6t;11.5;36.79033;-121.91933;Menor;Si;Estados Unidos;California;Moss Landing;No;;;;;;
855;19/5/2019;3.4;10:49;49000 por año;181kg;10.6;37.72;-123.03;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
856;18/5/2019;2,0;12:33;1000 por dia;6kg;18.5;33.83;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;No;;;;;;
857;17/5/2019;3.4;07:26;49000 por año;181kg;4.4;38.54;-119.49;Menor;Si;Estados Unidos;California;Mono;No;;;;;;
858;16/5/2019;3.8;19:14;6200 por año;455kg;15.8;33.63;-116.71;Ligero;No;Estados Unidos;California;Riverside;No;;;;;;
859;15/5/2019;4.5;18:17;49000 por año;6t;8;37.72;-121.99;Ligero;No;Estados Unidos;California;Alameda;No;;;;;;
860;14/5/2019;2.5;02:13;1000 por dia;6kg;16.3;37.72;-123.03;Menor;Si;Estados Unidos;California;Alameda;Si;;;;;;
861;13/5/2019;4.4;13:00;6200 por año;6t;7.3;33.83;-118.26;Ligero;No;Estados Unidos;California;Los Angeles;No;;;;;;
862;12/5/2019;3.5;10:06;49000 por año;455kg;8.6;34.22;-118.89;Menor;Si;Estados Unidos;California;Ventura;No;;;;;;
863;11/5/2019;4.3;11:32;6200 por año;6t;4.7;36.79033;-121.91933;Ligero;No;Estados Unidos;California;Moss Landing;No;;;;;;
864;10/5/2019;3.1;02:51;49000 por año;181kg;14.2;33.83;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;No;;;;;;
865;9/5/2019;2.7;01:53;1000 por dia;6kg;6.3;33.83;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;No;;;;;;
866;8/5/2019;2.1;23:54;1000 por dia;6kg;12.8;33.63;-116.71;Menor;Si;Estados Unidos;California;Riverside;No;;;;;;
867;7/5/2019;2.5;13:15;1000 por dia;6kg;15.7;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
868;6/5/2019;4.1;13:47;6200 por año;6t;10.5;38.54;-119.49;Ligero;No;Estados Unidos;California;Mono;No;;;;;;
869;5/5/2019;2.6;10:53;1000 por dia;6kg;6.8;32.51;-115.08;Menor;Si;Estados Unidos;California;Ejido Jiquilpan;Si;;;;;;
870;4/5/2019;4.1;00:36;6200 por año;6t;11.1;36.29;-120.59;Ligero;No;Estados Unidos;California;San Benito;No;;;;;;
871;3/5/2019;2.2;05:47;1000 por dia;6kg;17.5;36.79033;-121.91933;Menor;Si;Estados Unidos;California;Moss Landing;No;;;;;;
872;2/5/2019;3.2;11:07;49000 por año;181kg;13.1;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
873;1/5/2019;2.1;23:48;1000 por dia;6kg;14.2;38.54;-119.49;Menor;Si;Estados Unidos;California;Mono;No;;;;;;
874;30/4/2019;2.9;16:27;1000 por dia;6kg;7.1;33.83;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;No;;;;;;
875;29/4/2019;3.6;09:19;49000 por año;455kg;9.9;33.63;-116.71;Menor;Si;Estados Unidos;California;Riverside;No;;;;;;
876;28/4/2019;5,0;21:55;800 por año;199t;19;34.22;-118.89;Moderado;Si;Estados Unidos;California;Ventura;No;;;;;;
877;27/4/2019;4.7;08:03;6200 por año;6t;6.6;32.51;-115.08;Ligero;No;Estados Unidos;California;Ejido Jiquilpan;No;;;;;;
878;26/4/2019;3.3;17:26;49000 por año;181kg;14.4;34.22;-118.89;Menor;Si;Estados Unidos;California;Ventura;No;;;;;;
879;25/4/2019;4.4;08:49;6200 por año;6t;15;33.83;-118.26;Ligero;No;Estados Unidos;California;Los Angeles;No;;;;;;
880;24/4/2019;2.2;02:40;1000 por dia;6kg;9.2;38.54;-119.49;Menor;Si;Estados Unidos;California;Mono;No;;;;;;
881;23/4/2019;4.4;20:37;6200 por año;6t;8.7;36.29;-120.59;Ligero;No;Estados Unidos;California;San Benito;No;;;;;;
882;22/4/2019;3.6;21:30;49000 por año;455kg;19;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
883;21/4/2019;3.2;09:41;49000 por año;181kg;5.7;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
884;20/4/2019;4.7;04:06;6200 por año;6t;13.9;38.54;-119.49;Ligero;No;Estados Unidos;California;Mono;No;;;;;;
885;19/4/2019;4.7;22:37;6200 por año;6t;5.1;40.27;-124.38;Ligero;No;Estados Unidos;California;Sacramento;No;;;;;;
886;18/4/2019;4.2;19:23;6200 por año;6t;9.9;33.83;-118.26;Ligero;No;Estados Unidos;California;Los Angeles;No;;;;;;
887;17/4/2019;4.1;13:26;6200 por año;6t;9.9;33.83;-118.26;Ligero;No;Estados Unidos;California;Los Angeles;No;;;;;;
888;16/4/2019;4.4;04:01;6200 por año;6t;9.6;33.63;-116.71;Ligero;No;Estados Unidos;California;Riverside;No;;;;;;
889;15/4/2019;4,0;08:42;6200 por año;6t;19.1;33.63;-116.71;Menor;Si;Estados Unidos;California;Riverside;No;;;;;;
890;14/4/2019;3.8;18:53;49000 por año;455kg;10.6;32.51;-115.08;Menor;Si;Estados Unidos;California;Ejido Jiquilpan;No;;;;;;
891;13/4/2019;2.6;15:54;1000 por dia;6kg;19.2;38.54;-119.49;Menor;Si;Estados Unidos;California;Mono;No;;;;;;
892;12/4/2019;4,0;04:23;6200 por año;6t;5.5;33.83;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;No;;;;;;
893;11/4/2019;3.5;14:23;49000 por año;455kg;8.4;38.54;-119.49;Menor;Si;Estados Unidos;California;Mono;No;;;;;;
894;10/4/2019;3,0;08:38;49000 por año;181kg;4.8;36.79033;-121.91933;Menor;Si;Estados Unidos;California;Moss Landing;No;;;;;;
895;9/4/2019;3.7;22:41;49000 por año;455kg;19.6;36.79033;-121.91933;Menor;Si;Estados Unidos;California;Moss Landing;No;;;;;;
896;8/4/2019;3.5;10:03;49000 por año;455kg;6.8;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;Si;;;;;;
897;7/4/2019;3.1;08:29;49000 por año;181kg;18.4;38.54;-119.49;Menor;Si;Estados Unidos;California;Mono;No;;;;;;
898;6/4/2019;4,0;00:31;6200 por año;6t;15.4;36.29;-120.59;Menor;Si;Estados Unidos;California;San Benito;No;;;;;;
899;5/4/2019;4.9;09:58;6200 por año;6t;17.1;38.54;-119.49;Ligero;No;Estados Unidos;California;Mono;No;;;;;;
900;4/4/2019;4.4;22:01;6200 por año;6t;9;37.72;-123.03;Ligero;No;Estados Unidos;California;Alameda;No;;;;;;
901;3/4/2019;4.4;22:26;6200 por año;6t;12.4;37.72;-121.99;Ligero;No;Estados Unidos;California;Alameda;No;;;;;;
902;2/4/2019;3.2;08:55;49000 por año;181kg;15.1;33.63;-116.71;Menor;Si;Estados Unidos;California;Riverside;Si;;;;;;
903;1/4/2019;4.1;21:36;6200 por año;6t;19.9;33.63;-116.71;Ligero;No;Estados Unidos;California;Riverside;No;;;;;;
904;31/3/2019;3.7;02:47;49000 por año;455kg;18.1;34.22;-118.89;Menor;Si;Estados Unidos;California;Ventura;No;;;;;;
905;30/3/2019;3.3;12:16;49000 por año;181kg;5.6;32.51;-115.08;Menor;Si;Estados Unidos;California;Ejido Jiquilpan;No;;;;;;
906;29/3/2019;4.6;23:48;6200 por año;6t;14.9;38.54;-119.49;Ligero;No;Estados Unidos;California;Mono;No;;;;;;
907;28/3/2019;2.6;18:23;1000 por dia;6kg;12.2;36.29;-120.59;Menor;Si;Estados Unidos;California;San Benito;No;;;;;;
908;27/3/2019;3.9;10:41;49000 por año;455kg;16.1;37.72;-123.03;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
909;26/3/2019;3.7;03:06;49000 por año;455kg;8;33.83;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;Si;;;;;;
910;25/3/2019;4.1;01:14;6200 por año;6t;15.9;33.83;-118.26;Ligero;No;Estados Unidos;California;Los Angeles;No;;;;;;
911;24/3/2019;4,0;20:19;6200 por año;6t;6.6;38.54;-119.49;Menor;Si;Estados Unidos;California;Mono;No;;;;;;
912;23/3/2019;4.2;15:37;6200 por año;6t;7.5;36.79033;-121.91933;Ligero;No;Estados Unidos;California;Moss Landing;No;;;;;;
913;22/3/2019;2.4;00:41;1000 por dia;6kg;19.1;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
914;21/3/2019;4,0;14:00;6200 por año;6t;19.8;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
915;20/3/2019;2.3;23:54;1000 por dia;6kg;12.1;33.63;-116.71;Menor;Si;Estados Unidos;California;Riverside;No;;;;;;
916;19/3/2019;2.4;12:29;1000 por dia;6kg;10.6;37.72;-123.03;Menor;Si;Estados Unidos;California;Alameda;Si;;;;;;
917;18/3/2019;2.7;15:18;1000 por dia;6kg;15.4;38.54;-119.49;Menor;Si;Estados Unidos;California;Mono;No;;;;;;
918;17/3/2019;2.4;22:49;1000 por dia;6kg;7.7;33.83;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;No;;;;;;
919;16/3/2019;4.3;04:49;6200 por año;6t;13.3;37.72;-123.03;Ligero;No;Estados Unidos;California;Alameda;No;;;;;;
920;15/3/2019;3.1;14:33;49000 por año;181kg;6.5;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;Si;;;;;;
921;14/3/2019;2.1;23:26;1000 por dia;6kg;11.6;40.27;-124.38;Menor;Si;Estados Unidos;California;Sacramento;No;;;;;;
922;13/3/2019;4.5;13:05;6200 por año;6t;7.6;40.27;-124.38;Ligero;No;Estados Unidos;California;Sacramento;No;;;;;;
923;12/3/2019;3.3;16:09;49000 por año;181kg;9.8;36.29;-120.59;Menor;Si;Estados Unidos;California;San Benito;No;;;;;;
924;11/3/2019;4,0;05:37;6200 por año;6t;14.9;33.63;-116.71;Menor;Si;Estados Unidos;California;Riverside;No;;;;;;
925;10/3/2019;4,0;00:03;6200 por año;6t;8.1;32.51;-115.08;Menor;Si;Estados Unidos;California;Ejido Jiquilpan;No;;;;;;
926;9/3/2019;2.7;16:01;1000 por dia;6kg;6.1;38.54;-119.49;Menor;Si;Estados Unidos;California;Mono;No;;;;;;
927;8/3/2019;2.4;10:40;1000 por dia;6kg;9.6;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
928;7/3/2019;3.8;09:23;49000 por año;455kg;14.2;38.54;-119.49;Menor;Si;Estados Unidos;California;Mono;No;;;;;;
929;6/3/2019;4.2;14:54;6200 por año;6t;6.8;32.51;-115.08;Ligero;No;Estados Unidos;California;Ejido Jiquilpan;no;;;;;;
930;5/3/2019;2.7;15:34;1000 por dia;6kg;18.3;34.22;-118.89;Menor;Si;Estados Unidos;California;Ventura;No;;;;;;
931;4/3/2019;3.5;12:38;49000 por año;455kg;14.2;34.22;-118.89;Menor;Si;Estados Unidos;California;Ventura;No;;;;;;
932;3/3/2019;2.9;21:00;1000 por dia;6kg;14;38.54;-119.49;Menor;Si;Estados Unidos;California;Mono;No;;;;;;
933;2/3/2019;2.5;02:55;1000 por dia;6kg;13.7;33.83;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;No;;;;;;
934;1/3/2019;4.8;23:43;6200 por año;6t;10.9;33.83;-118.26;Ligero;No;Estados Unidos;California;Los Angeles;No;;;;;;
935;28/2/2019;3.1;22:48;6200 por año;181kg;5;37.72;-123.03;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
936;27/2/2019;3.6;02:22;49000 por año;455kg;12.2;37.72;-123.03;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
937;26/2/2019;3,0;15:40;49000 por año;181kg;9.5;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
938;25/2/2019;4.3;13:29;6200 por año;6t;7.4;38.54;-119.49;Ligero;No;Estados Unidos;California;Mono;No;;;;;;
939;24/2/2019;5,0;07:36;800 por año;9t;9.2;33.63;-116.71;Moderado;Si;Estados Unidos;California;Riverside;Si;;;;;;
940;23/2/2019;4.8;18:38;6200 por año;6t;10.1;33.63;-116.71;Ligero;No;Estados Unidos;California;Riverside;No;;;;;;
941;22/2/2019;3.8;13:27;49000 por año;455kg;5.4;36.79033;-121.91933;Menor;Si;Estados Unidos;California;Moss Landing;No;;;;;;
942;21/2/2019;3.9;22:29;49000 por año;455kg;12.7;36.79033;-121.91933;Menor;Si;Estados Unidos;California;Moss Landing;No;;;;;;
943;20/2/2019;4.2;04:48;6200 por año;6t;13.6;37.72;-121.99;Ligero;No;Estados Unidos;California;Alameda;No;;;;;;
944;19/2/2019;3.5;13:56;49000 por año;455kg;13.7;38.54;-119.49;Menor;Si;Estados Unidos;California;Mono;No;;;;;;
945;18/2/2019;2.3;17:13;1000 por dia;6kg;14.5;40.27;-124.38;Menor;Si;Estados Unidos;California;Sacramento;No;;;;;;
946;17/2/2019;2.7;20:56;1000 por dia;6kg;4.2;34.22;-118.89;Menor;Si;Estados Unidos;California;Ventura;No;;;;;;
947;16/2/2019;3.7;08:11;49000 por año;455kg;7.8;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
948;15/2/2019;3,0;01:08;49000 por año;181kg;10.3;34.22;-118.89;Menor;Si;Estados Unidos;California;Ventura;no;;;;;;
949;14/2/2019;4.6;00:38;6200 por año;6t;4.4;32.51;-115.08;Ligero;No;Estados Unidos;California;Ejido Jiquilpan;No;;;;;;
950;13/2/2019;4.1;20:30;6200 por año;6t;18.3;32.51;-115.08;Ligero;No;Estados Unidos;California;Ejido Jiquilpan;No;;;;;;
951;12/2/2019;4.9;08:51;6200 por año;6t;18.3;34.22;-118.89;Ligero;No;Estados Unidos;California;Ventura;No;;;;;;
952;11/2/2019;3.2;11:21;49000 por año;181kg;14.2;33.63;-116.71;Menor;Si;Estados Unidos;California;Riverside;No;;;;;;
953;10/2/2019;3.6;06:05;49000 por año;455kg;17.8;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
954;9/2/2019;2.8;19:16;1000 por dia;6kg;14.7;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
955;8/2/2019;3,0;17:04;49000 por año;181kg;11.9;38.54;-119.49;Menor;Si;Estados Unidos;California;Mono;No;;;;;;
956;7/2/2019;4.3;00:53;6200 por año;6t;13.8;37.72;-123.03;Ligero;No;Estados Unidos;California;Alameda;No;;;;;;
957;6/2/2019;4.6;11:31;6200 por año;6t;15.2;36.79033;-121.91933;Ligero;No;Estados Unidos;California;Moss Landing;No;;;;;;
958;5/2/2019;3.6;22:51;49000 por año;455kg;8.1;38.54;-119.49;Menor;Si;Estados Unidos;California;Mono;No;;;;;;
959;4/2/2019;3.4;00:58;49000 por año;181kg;11;32.51;-115.08;Menor;Si;Estados Unidos;California;Ejido Jiquilpan;No;;;;;;
960;3/2/2019;4.7;01:51;6200 por año;6t;16;38.54;-119.49;Ligero;No;Estados Unidos;California;Mono;No;;;;;;
961;2/2/2019;4.3;11:54;6200 por año;6t;10.1;32.51;-115.08;Ligero;No;Estados Unidos;California;Ejido Jiquilpan;No;;;;;;
962;1/2/2019;2.7;17:09;1000 por dia;6kg;8.4;38.54;-119.49;Menor;Si;Estados Unidos;California;Mono;Si;;;;;;
963;31/1/2019;2.3;08:38;1000 por dia;6kg;8.9;33.63;-116.71;Menor;Si;Estados Unidos;California;Riverside;No;;;;;;
964;30/1/2019;3.4;17:44;49000 por año;181kg;11.1;33.63;-116.71;Menor;Si;Estados Unidos;California;Riverside;No;;;;;;
965;29/1/2019;2.4;21:54;1000 por dia;6kg;5.3;36.79033;-121.91933;Menor;Si;Estados Unidos;California;Moss Landing;No;;;;;;
966;28/1/2019;2.4;18:57;1000 por dia;6kg;9.9;34.22;-118.89;Menor;Si;Estados Unidos;California;Ventura;No;;;;;;
967;27/1/2019;2.8;03:13;1000 por dia;6kg;12.9;36.29;-120.59;Menor;Si;Estados Unidos;California;San Benito;No;;;;;;
968;26/1/2019;2.7;01:13;1000 por dia;6kg;13.3;38.54;-119.49;Menor;Si;Estados Unidos;California;Mono;No;;;;;;
969;25/1/2019;4,0;21:48;6200 por año;6t;19.5;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;No;;;;;;
970;24/1/2019;2.1;07:29;1000 por dia;6kg;12.2;37.72;-123.03;Menor;Si;Estados Unidos;California;Alameda;Si;;;;;;
971;23/1/2019;4.5;21:12;6200 por año;6t;8.5;37.72;-123.03;Ligero;No;Estados Unidos;California;Alameda;No;;;;;;
972;22/1/2019;2.6;14:12;1000 por dia;6kg;5.8;33.83;-118.26;Menor;Si;Estados Unidos;California;Los Angeles;No;;;;;;
973;21/1/2019;2.5;08:17;1000 por dia;6kg;4.3;32.51;-115.08;Menor;Si;Estados Unidos;California;Ejido Jiquilpan;No;;;;;;
974;20/1/2019;2.4;19:15;1000 por dia;6kg;11.9;33.63;-116.71;Menor;Si;Estados Unidos;California;Riverside;No;;;;;;
975;19/1/2019;4.3;07:21;6200 por año;6kg;5.7;38.54;-119.49;Ligero;No;Estados Unidos;California;Mono;No;;;;;;
976;18/1/2019;2.3;00:33;1000 por dia;6kg;17;32.51;-115.08;Menor;Si;Estados Unidos;California;Ejido Jiquilpan;No;;;;;;
977;17/1/2019;4.3;03:56;6200 por año;6t;10;38.54;-119.49;Ligero;No;Estados Unidos;California;Mono;No;;;;;;
978;16/1/2019;2,0;12:16;1000 por dia;6kg;13.8;38.54;-119.49;Menor;Si;Estados Unidos;California;Mono;Si;;;;;;
979;15/1/2019;3.9;06:42;49000 por año;455kg;6.2;37.72;-121.99;Menor;Si;Estados Unidos;California;Alameda;Si;;;;;;
